review,rating,sentiment
"I did not eat at the restaurant but I purchased the GF sourdough crust from a bakery in CT- still delicious in Westbrook. I was very impressed with the crust! I have been GF for 9 years now, and this has been my favorite by far! Taste is flavorful, and texture- with chew and crunch and not soggy at all. I do look forward to eating at the restaurant!",5.0,1
Our first night in Great Barrington and we decided this looked like a cute place. The staff was friendly (especially Danielle) and service was quick. My husband ordered pasta and I ordered a pizza and it was delicious ( 1/2 Cole's and  1/2 dolce vita). Would visit regularly if we lived in the area.,5.0,1
I don't like writing a negative review but the service was so bad and unfriendly that I couldn't let it go. The pizza was delicious but the experience was not pleasant. They need a strong boss to reel them in.,3.0,0
"We always stop by Baba Louie's at least a couple of times while in the area. Their pizzas are interesting and always delicious. We especially love the Dirty Brutto (roasted potatoes), the Isabella (roasted sweet potatoes, onions...) and the Dolce Vita (figs, prosciutto). The pizza has a very thin crust and is wood fired. If you're looking for more typical NY style pizza this is not the right place. We've ordered salads a few times as well and they were always delicious. Service is friendly and fairly quick. The place fills up quickly and there's often a wait. If you want to eat here on a busy night, put your name down first thing and then explore the candy shop next door. One thing to keep in mind, the restaurant closes for a few hours between lunch and dinner. I don't remember the exact times, but if you're heading out for a late lunch, check if they're open first.",5.0,1
"My fiance had the best Chicken Parm sandwich of his life, a rare comment from the picky eater!  This place was a fantastic lunch stop for our mini getaway, fresh food and friendly staff.",5.0,1
So glad you enjoyed!,5.0,1
We have enjoyed the pizza for years.This year we tried their wonderful (imaginative) portobello mushroom salad - true gourmet treat!The staff is warm and caring and the food and surrounds are perfect for a pizza night out.I am not a beer expert but my date enjoys their brews and their wine list is perfect for me.A must!Linda,5.0,1
"What can I say that hasn't been said?  Babe Louie's is easily one of the best pizzas you can get, and that goes beyond the borders of Great Barrington!  I work in NYC and sample a lot of pizza, and I must say this rivals some of the best in the city.For starters, I want to compliment the wait staff.  Fun, attentive, eager and willing to please.  We had many-a-demand, multiple bottle of wine, sauces, waters, supplements upon supplements to our original order... and they were so helpful, kind, and you could tell you enjoy serving your dinner.Now onto the food... we got a pizza with fresh basil, fresh mozzarella, and prosciutto.  If you're looking at the menu, you won't find those items on a specialty pizza together, but Baba Louie was more than happy to accommodate our custom request.  Others at the table ordered the penne a la vodka and a dinner salad.All of the food was spectacular, both in taste and quality.  The ""large"" pizza is what most places would call a medium, but one bite and you realize that it's still worth every penny.  It's not size that counts in fine dining, and this is the perfect example.The restaurant itself is small, not much elbow room in the split dining area, and there will likely be a wait.  But the wait is well worth it.  The decor isn't anything special, but it is welcoming and comfortable, once you've squeezed into your seat.  That aside, it's not enough to detract from Baba Louie's earning a five star rating.So that's it!  Give it a try, it's the best pizza and pasta around, and if that's what you want, then you will regret trying another option!",4.0,1
"Baba Louie's is a must-try for visitors to the Berkshires, so I insisted on taking my parents here for lunch today when they came out to see me.To start, we shared a small Phoebe's Greek salad.  Even though it's $9.50, the helping is generous enough to easily feed two or three people.  This is one of my very favorite menu items here; I love the feta cheese, Greek olives, and roasted pumpkin seeds that come mixed in.  The seeds really add a pleasant flavor and good crunch to this salad.  Mom, a first time Baba Louie's diner, enjoyed it immensely.For the main course, we shared a Pomodoro Bianco pizza, which comes with mozzarella, portabella mushrooms, garlic, tomatoes, red onions, chevre, pesto sauce, and parmesan.  It wasn't my first choice; that would be the Melanzana Cardinale, but unfortunately, the restaurant was out of eggplant.  We tried the Pomodoro at the suggestion of the server.  My mom is not a big pizza fan, but she was really impressed with this place.  She commented that the flat sourdough used for the crust was almost like a flatbread, not overly filling or doughy.  She also really liked how the cheese used to top the pizza was real mozzarella instead of run of the mill shredded cheese.  I've been to Baba Louie's several times, so I knew to expect all of this, but it really made a good impression on the 'rents.  The pizza here is very different from what you'll find anywhere else.Usually Baba Louie's is packed, especially at dinnertime, but we came for lunch right around 11:45, shortly after it opens.  There were only one or two other parties, so we didn't have to wait around for a table (which is what usually happens when I come here).    Good to know!",4.0,1
"Just went here for the first time last weekend while visiting family in Great Barrington. We ordered the soup of the day (which is always vegan and that is cool), and it was a spicy corn chowder. The soup was pretty good and the bread that came with the soup was exceptional. Then we ordered a family style house salad with kalamata olives and that was also a great choice. I love that they offer family style salad. Then we ordered three pizzas: a large Baba Louie's Classic Cheese Pizza: Queen Margherita, small Melanzana Cardinale, and a small Abbondante BBQ Chicken Pizza. I can only speak for the Queen Margherita and the Melanzana. Both pizzas were delicious, but I would have ordered 3 Margheritas and probably eaten all of them myself. The crust was crispy (not burnt) and the sauce was something special. We dined at lunch, so we got seated right away, our server was extremely nice, and the food arrived hot and quickly. I will certainly return to Baba Louies.",5.0,1
"Babe Louie's is by far my favorite pizza.  Every time I am in the MA area, I have to make sure to stop by here.  Their ingredients are fresh, which makes a world of difference.   And I love the sour dough crust.  I wish more pizza places did this!I always do take out because the seating is limited and it always appears very busy when I go.  But the take out service is great and even has it's own side window so you can avoid the cluster of inside.  The only down side, there is no location in the Northern Virginia/DC area.",3.5,1
Pizza is amazing! We waited around 15 minutes for a table on a Friday evening which wasn't bad at all. The server was attentive and the pizza was drool worthy. We can't wait for the next time we can visit.,5.0,1
Thanks for the review.,4.0,1
The food was very tasty we had the antipasto salad with all the salads a single size is definitely enough for two people and maybe even three we thought we'd order another course if we were hungry but there was no way we could possibly do anything more after that service was a bit slow and the place wasn't even there but it was worth the food was delicious,5.0,1
"I finally went to Baba Louie's after hearing so much about it for years from family members.  On a long weekend vacation, my friends and I had dinner here and loved it.  We were able to order our own small pizza's and everything was wonderful.  The service was quick and it has a great atmosphere.I saw another review of the Isabella Pizzarella, and I would agree that it is wonderful!  I especially loved the sweet potato's combined with garlic.",4.0,1
"Really nice, crisp, flavorful sourdough pizza crust (although you can also order a Spelt crust if you'd like). Pizzas are cooked in a wood-fired pizza over and everything is organic and fresh! My husband had a tomato based pie with prosciutto, figs, mozzarella, Gorgonzola, wilted spinach and rosemary infused olive oil -- he absolutely loved it. I made my own pizza with an olive oil and mozzarella base, with roasted garlic, broccoli, chicken, red onions and artichoke hearts - to which I added red pepper flakes, salt, pepper and dried herbs and a bit of olive oil on top. I could have done without the chicken as it was dry/overcooked. And, there was too much mozzarella cheese, The crust was perfectly cooked. Despite the two items I didn't like, overall the pizza was very nice. The service was great even though they were very busy. Other yelpers seem confused about what type of pizza this is -- in my view it's very similar to the type of pizza I've eaten on the West Coast, from the thin, crispy, flavorful crust to the fresh and interesting/non-traditional ingredients. This kind of makes sense since they call their sourdough crust a ""San Francisco crust.""",5.0,1
"I graduated from Simon's Rock in 2008, but I still haven't found a BBQ Chicken pizza I like more than Baba Louie's. When I was in school, I remember the salads and just this pizza - delicious crust, lots of quality BBQ sauce, and the best ingredients. I honestly can't remember any other pizza, but I do remember the pear and Gorgonzola salad. As soon as I get a chance to fly to Great Barrington, you can bet I'll be going to Baba Louie's for that pizza.",5.0,1
Excellent food!  I had heard of it being great but was not prepared for just how excellent it is. Laid back eating of organic fare. I'm a fan!,5.0,1
We've been coming here for years for their delicious piazzas and salads and were never disappointed.,5.0,1
"I only get take out, but I have a great experience.  I have recently developed a gluten allergy in which I get hives when I eat bread or pasta (yikes!).  So pizza is a much missed food.  They make all of their pizzas gluten free at no extra cost...and they're delicious!  Always friendly and affordable.  So happy to have them in my community:)",5.0,1
"I have been coming here for 18 years, and it never gets old. The Phoebe's Greek salad is my favorite salad in the world, and the options of pizza are all amazing. Great atmosphere, great menu, the best pizza place in the Berkshires.",5.0,1
Good gluten-free vegan pizza salads. Gluten-containing pizzas as well. All wood fried. Really interesting combos pizza that satisfy all diets!,4.0,1
"Some of the best pizza you will ever have.  Wood-fried, creative, delicious pizza.There salads are wonderful, creative & healthy.  The are Eco-conscious & use local veggies/ meats whenever possible.Also have a gluten free crust, although they do warn that if you have highly allergic to gluten, there may be a chance of cross-contamination. They have restaurants in Great Barrington, Hudson NY, & now in Pittsfield MA.A must try.  I would recommend a reservation, as the restaurants are always packed, especially the one in Great Barrington.",3.5,1
The staff is very nice. Get there early so don't have to wait long to get in. The food is good vegans & vegetarian. They have lots of options.,4.0,1
"I wrote this review 8/7/2010 and realized I had 2 yelp profiles so I'm moving some reviews over to this oneThe best pizza place ever in the Berkshires and second best pizza place in the whole of USA. Oggi Pizza in Harvard Sq, Cambridge MA is still my #1 choice as I get to them more easily.I had a fantastic pizza with feta cheese, shrimp, coconut, pinapple and sweet potatoes. It was insanely delicious.Their salads are divine and I had Dawn's something with cranberries.Deeeeelllliiiiicccious :DWorth a trip when in the Berkshires!Great for vegetarians too!",5.0,1
"Delicious!  We love everything we've had.The potato pizza is super delicious but pretty overwhelming - it is like a pound of potatoes on a pizza.  You will feel disgusting about yourself, but it is amazing.",5.0,1
"Seated after waiting for 30 minutes, then waited another 20-25 minutes for a server to even ask us for our drinks. The server did not bother to ask us or even acknowledged our presence. I told my partner, if the server does not approach us in another 5 minutes, we are walking out. Guess what? The server approached another table who were seated after us! That was it, we walked out. I don't care if this restaurant is the best in Yelp but every customer has the right to be served! By the way, is it our nationality that put us on a disadvantage? The color of my skin should no longer be an issue. Shame on you! You deserve 0 stars!For the record, I am not asking for anything. Tourists would go to local restaurants to experience its culture. Everyone should be treated the same whether they are regulars or not. That's all.",1.0,0
"My husband and I have had the pleasure of owning and operating Baba Louie's for over 14 years.We consider our staff a community, team and family. We come from many cultural backgrounds and ethnicities as well as different stages of life.  We are teenagers with their first job, single parents, college students home for the summer, full time, part time, Asian, White, Latino, African American, single, married, straight, gay and many other wonderful attributes. We support and respect each other and treat everyone who comes in the restaurant the same way.  I am sorry your service was not up to standards. I hope you will join us again so we can make that up to you.",1.0,0
"Seated after waiting for 30 minutes, then waited another 20-25 minutes for a server to even ask us for our drinks. The server did not bother to ask us or even acknowledged our presence. I told my partner, if the server does not approach us in another 5 minutes, we are walking out. Guess what? The server approached another table who were seated after us! That was it, we walked out. I don't care if this restaurant is the best in Yelp but every customer has the right to be served! By the way, is it our nationality that put us on a disadvantage? The color of my skin should no longer be an issue. Shame on you! You deserve 0 stars!",5.0,1
"Food and service were terrific! We had the wood fire pizza, antipasto salad and a turkey panini. My semi-picky teenage daughters really liked their pizza and sandwich. There were interesting choices for pizzas; we also had a gluten free pizza for my Celiac daughter. It's small and loud at a busy time but that adds to its charm and ambiance.",5.0,1
Thank you for the kind words!,5.0,1
The best gluten free pizza I have ever had. My wife said it was the best pizza she has ever eaten; she had hers made with spelt. Parking is all side street but plenty of walking. Ambiance seemed nice and staff was friendly.,4.0,1
"Delicious salads! They are creative and so yummy! The pizza is really good too, but I LOVE the salads!",5.0,1
Thank you!,3.0,0
"One of the busiest restaurants in Great Barrington, Mass we hardly have a chance to eat here without waiting on line.Today, we found an opening at 12pm and enjoyed a great lunch. First class, high quality product used for some of the best pizza in the Northeast. Very different then the Italian pizza craze that has attacked NYC, the owners are true to the term ""natural""Great lunch, looking forward to going back this summer.",3.5,1
"Guess i'll throw my 5 star in with the others...Came here on a Tuesday with my gf during fall season.  Had to wait a good 35min even on a weekday.  However, the place is definitely worth it.  Their pizza is some of the best I have ever had.  They have a green salad with the option to add extra fixings like pizza toppings, which was fun.  We got lemon vinaigrette dressing and it was great.For pizza we got the Isabella and Hannah Jo.  We were unsure on the Hannah Jo because it sounded so unique (shrimp, pineapple, green chili sauce), but the server assured us it was great.  We were glad she did because it was definitely our favorite.  The Isabella was also good, but we were fighting over the last piece of Hannah Jo.  Wine list was decent and fair price, we got a half bottle of Chianti which went well with the pizzas.Overall great experience, with my one complaint being that they were out of dessert that night.",4.5,1
"Baba Louie's is a good restaurant. It has good salads, which they put on a sourdough crust and call it pizza.  I give BL three stars because it is overrated and I hope to do my part to ensure the average is brought down. There is no point waiting on line to eat here.  In both Hudson (Mexican Radio) and Great Barrington (Gypsy Joynt, there are far better restaurants with no wait. I one not of those people who like a band until it becomes popular, this place really is over-hyped. Service was good, water was refilled.",4.5,1
"Bablouie is the most consistent restaurant in Great Barrington.  All menu selection are always prepared to satisfy customers. The staff is friendly, courteous and professional. Yester I stepped away from my usuals tasty selections and tried the Babalouie Ruben lunch sandwich to great satisfaction. Go at 2pm, no waiting.",5.0,1
Thanks Jesse B. for continuing to support us!,5.0,1
"Consistently great place for lunch or dinner.  Daily specials added to the standard menu of pizzas, paninis and gourmet salads in two sizes, large and larger.",5.0,1
so good!!  The salad are huge (saw another tables order). small place- can be a little snug with people sitting very close by.  clean. waitstaff friendly.,5.0,1
"I love, love, love the spelt pizza!! It's amazingly tasty. We get it to go about twice a month so I'm not sure what the service is like in the restaurant. Just a cheese pizza is a bit scarce on the cheese. If your expecting spelt with mozzarella like a regular cheese pizza be specific when you order.",5.0,1
"Great Sourdough Pizza here. Food is a little pricey but well worth it. I enjoy trying different pizzas here and the pasta of the day. Solid restaurant. I Recommend, especially if you love sourdough as much as I do.",5.0,1
Place has some of the best tomato sou son the planet! Pizza is great too! Let's Make Pizza Great Again!,5.0,1
"Great place.  Opens at 5 for dinner and always a line waiting.  Sourdough pizza is outstanding.  Also had local market salad special - greens, white nectarines, pear, hug blueberries, cheese and raspberry dressing... Amazing... Enough to feed four.  Highly recommend!",5.0,1
"A bit pricey, but worth every penny. I was hungry on the job and stuck in Great Barrington for awhile. I needed something quick. This place came to mind due to me trying to eat organic at least half the time to reduce my toxic load. The panini sandwich was awesome. Better than the typical sandwich out. It was only average sized, but came with chips and a pickle. It quieted my appetite down. Will go for their pizza I been hearing about soon.",5.0,1
Glad we hit the spot for you!,4.0,1
"We always stop here when we want a quick light lunch. The JJ's salad is really good and more than enough for two.  The Queen Marguerita pizza is excellent, with a thin crispy sour dough crust and great toppings. Just have to get there early because it gets busy. Love it.",5.0,1
Favorite pizza place around! Very creative pies along with fantastic salads! I love the dolce vita pizza !,3.5,1
"Favorite pizza spot. There's nothing like this place. When I was younger, I used to order pasta with butter and cheese and even just that was outstanding because the cheese was so good! Eventually my tastes expanded. Favorite pizzas: margarita and cheese with prosciutto. Favorite salad: Greek. We also had some white wine when I was there last and they let us taste it before we got the (very affordable) bottle. This place is perfect on a summer day after walking around by the shops as well as after a long day of skiing. Great Barrington has it all and this is definitely worth going out of your way to eat at.",4.5,1
A favorite spot for friends and family. I love the Putinesca Pizza. It was better when Berk Mountain Bakery made the dough though I must say...,5.0,1
"Food is especially good. A little expensive, but its worth it. Food is all organic. Pizza is amazing. I love getting the pasta special, different every night, and always amazing.",5.0,1
Great pizza. Nice salads (order dressing on the side). Must arrive early when it's cold or you will stand out in the cold waiting.,4.0,1
"Meh. Decent sized salad for sure, large can accommodate about 6.  Pizza was all hyped up with the sourdough crust but seriously no big deal, it was pizza.  Lovely spot just not out off this world.",4.0,1
"I would rate this no stars if I could, bitch at the door turned us away being 2 minutes past 3:00. What a terrible way to make an impression on guests visiting. Just plain stupid. I DONT recommend going here. Went across the street to Gypsy joint where they were glad to serve us! AMAZING FOOD AND ATMOSPHERE - I highly recommend gypsy!!!",1.0,0
"I have only made spelt crust at home. Spelt, might not be gluten free but it tastes better than most gluten free options and doesn't upset the stomach if you have gluten intolerance. If I lived in Great Barrington, I would eat here regularly.",5.0,1
"In the middle of nowhere with a mission to relax and soak up the 4 day weekend, a simple and satisfying lunch was on the agenda.  Small and unassuming, Baba Louie's is located in the heart of Great Barrington.  I love pizza and have a very discerning taste.  I like thin crusts packed with flavor, a perfect blend of cheese and sauce and I hate soggy, greasy messes.  The sourdough crust at Baba Louie's is incredible, and absolutely rivals many of the ""must try"" pizza joints in New York City.We started with a Caesar salad which was so good.  There wasn't too much dressing, there was just enough Parmesan and the there was the just right amount of pepper to make it interesting.  A large family size salad fed the two of us perfectly.  Also try their China Cola to wash it down.  They don't serve Coke products at Baba Louie's and this is a great substitute.  After the salad we went traditional and had a large Queen Margarita pizza.  The crunchy crust is skillfully topped with homemade sauce and wonderful fresh Mozzarella.  I would highly recommend trying some of the more interesting pizzas as well.  Cole's Creation is one of my favorites -- topped with fresh arugula and feta cheese.  With the large salad and the large pizza, we had about 2 slices left at the end of our feeding frenzy.  It was the perfect amount of food and the remaining slices make for a great snack later on.  Who doesn't love cold pizza!?Final Analysis:This incredible specimen of a pizza, in this adorable hole-in-the-wall restaurant, perfectly located in this quaint Massachusetts town made for a fun, relaxing and delicious lunch.  If you're in the neighborhood try it out, enjoy a great fresh meal and then go next door to the candy store for a sweet treat!",5.0,1
"Let me first say that I live here, I'm not a tourist. My husband and I were meeting here for his dinner break before headed back to work.  We had an hour. We arrived and there surprisingly was no wait time, we were seated immediately. We typically avoid Baba Loiues for the wait times alone. We ordered our drinks and pizzas quickly. We had to remind our server of my husbands drink and the sweetener for my tea. We also had to ask for clean glasses for our water, they had lipstick stains on them. We were never offered refills on any of our drinks. It took over 40 mins to get our salad and at 55 mins passed the hour, tables that were seated after us had received their dinners and were finishing them before ours had even arrived. I stopped our server after she was serving a different table that was seated after us and told her to box up our pizzas to go. She asked why (with attitude), and I told her that we ordered almost an hour ago and my husbands dinner break was over. She questioned me and said ""really? An hour?!"" (Again with attitude). My husband walks out to get to his office and 15 minutes later she tosses the boxes of pizza on the table and throws (literally) the bill down with it. No eye contact, no apology, no thanks for coming in, nothing! The only reason I gave 2 stars is because the pizza is good, small and expensive, but good. We ordered 2 small (personal size) pizzas and 2 non-alcoholic drinks (oh and they don't serve fountain soda) and our bill was $50. We won't eat here again!",2.0,0
Love the food here!!! The pizza and salads are so great. Fun place to go after a movie!,5.0,1
"Really great restaurant. I used to work summers at Simon's Rock College, and now whenever I get a chance to make the trek back to western Mass from Boston, I insist upon a stop at Babalouie's. Mmm, fig pizza...",5.0,1
"Only complaint about this place is that it's sooooo tiny, but the service and food is great. I love Dawn's Delight, such a great salad, probably my favourite. The BBQ chicken pizza is a must. Definitely recommend!",5.0,1
"Although it took a long time to get our food, the food was weary food and was worth the wait. If you have a lot of time, I would highly suggest this restaurant.",4.0,1
Thanks,5.0,1
"Baba Louie's is awesome.  I've eaten there many times and never disappointed.  Last weekend was another 5 star pizza meal.  This is not your typically New York style, thin, cheese, Neopolitan pizza.  Might be the only place that makes pizza as good or better than my own.  Some who know me know I make a mean pizza with interesting toppings.  It's a small place so you may need to wait a while to get in after skiing Butternut or anytime.  Great salads too.  Get a pizza and a salad to share with 3-4 people and your good.  I've tried the one in Hudson but its not the same in my opinion.",5.0,1
"There's a lot of bullshit ""farm to table"" whatnot in the Berkshires and subpar shmanciness.  This ain't that.  This was real deal tasty pizza and beer.  An almost perfect crust with fantastic toppings and the best service we've had all weekend.  If we come back to the 'shires this place will be a stop.",3.0,0
"We stopped here on Monday night at around 6:00 PM and were told we had to wait about 20 minutes. Thankfully we were seated in 5 minutes. We ordered soup and pizza with fig which was really nice. The waitress was friendly and the atmosphere was chill, but then again it was a Monday night. The pizza crust itself has a nice sourdough flavor and they have BBC on tap, Steel Rail and Porter. What threw me off and always does is how clean the bathroom is. That tells me a lot about the restaurant as a whole. It was not clean. Not filthy, but not something I wanted to walk into. Sometimes the food is so good you can overlook other areas, but unfortunately just an A-OK for me.",2.0,0
"I travelled an hour to Great Barrington and wanted to try this restaurant and it was very disappointing. I ordered a sandwich and waited over 40 minutes in a not so busy restaurant. When I asked for my food they came back and said it was made wrong and they were redoing the sandwich. And it was wrong again. I just ate it. No one came by to check on me during all this time. Only after I told them that I had not received my food, they gave me some bread. Other customers came, ate and left by the time I received my sandwich. I also had a dirty glass, they took it away and did not replace until later when I mentioned I was still without a drinking glass. I am usually very forgiving in my reviews, but the staff and chef really seemed to not care about a customer sitting by herself and having lunch. More attention on their customers and the chef/servers communications needs to approve. I also noticed take out customers waiting and being irritated with the slowness of their orders.",5.0,1
"The famous pizza here is crisp, fresh, and not too heavy or thick with cheese. In addition, if you want less caloric fare, there are great salads. We enjoyed our Greek salad, which had intriguing additions such as pumpkin seeds and a very tasty light dressing.",3.0,0
"Stopped by for lunch on New Year's day 2013 at 2:30. Was really surprised to learn that the wait would be 30 minutes and if not seated by 3, then the restaurant would be closed for an afternoon break.  Luckily we got seated in time, just at 3.  This meant the waitress was really anxious to get us taken care of, so she could go on break.  this likely also was the cause for the confused order.  The pizza that came out was not what we wanted and wasn't something we really would have liked trying to eat.  To her credit, she put in a new order and in 5 minutes we had our expected Dolce Vita, which included fig, Gorgonzola, and spinach.  It was tasty but the crust, while well cooked (nicely charred) was lacking in flavor - it needed some salt and thyme.  The porter from the Berkshire brewing Company was a great accompaniment - flavorful, rich, and nicely hoppy.",4.0,1
"Tight space and a long wait, but once you eat the pizza you forget all about that. YUM YUM YUM!",4.0,1
This was a fun lunch stop on the way back from Hancock Shaker Village's baby animals event. My girlfriend was more than content with the Cole's Creation specialty pizza and I thoroughly enjoyed mine while also enjoying a draught craft beer I hadn't encountered before.,3.5,1
"wish i could find the instagram photo I took of the arugula pizza i ate from here.that should hang at MOMA, not all that de Kooningthe alice neels can stay, thoughdelicious",4.0,1
"Pizza was pretty good.  Crust was slightly too hard,  a touch beyond crispy.  Flavors were good.  Service would be classified as slightly rude.   We asked a simple question about sauce,  the server response was read the menu,  if it doesn't say sauce then there's no sauce.   Not sure why she had to be so abrupt about it.   Anyhow,  nothing terrible nothing great.  Definitely not a 4.5 star location,  well at least not for our particular experience.",3.0,0
"The pizza was delicious! It is on Berkshire Mountain Bakery crust, so that is an automatic win! The toppings were fresh and could be tasted independently and worked so well together as a whole. The Caesar salad was also very well done, and the small served four women as an app. The tomato sauce was one of the freshest I have ever tasted, and I come from an Italian family! The hostess was a tad curt, but our waiter was nice. They did seem to want to move people in and out quickly, but I can't blame them, it is a small place and it gets busy. The food is worth it, if you want to have a nice long chat, get it to go!",4.0,1
"The food was okay but the servers were actually rude. They want your table so badly fo the next customers that the SECOND you stop eating they come by, ask if u want the check and as soon a second you get up they seat someone else before you can even get out the door. They literally push you out. They also leave the door open so all the cold air comes in. They have such a small space that it's unfair to people eating there and being started down to see how much food they have left on their plates.",1.0,0
Very disappointed....Eating here for over twenty years on trips to Berkshires. Salad was still delicious but regular pizza was very disappointing to 3 out of 4 people. It was over sauced and dough was soft and droopy. Our loving lunch stop is no more. Very sad.,3.0,0
Twenty years of delicious food and one bad pizza and its over?Give us another try. It will be perfect.,4.0,1
"Very yummy! The pizzas are all a little complex (aka the ingredient list goes on and on). We didn't try any of the salads, but instead opted for ""making our own"" pizza. The crust is indeed very good.",5.0,1
"There is a reason why when I get pizza now I say... ""its not baba louies, but its good""   Baba Louie's is sooooooooo good.   My sis had me try it for the first time and I was apprehensive because she said words like gourmet and gluten free... she did not lead on to how delicious it was.  I mean she did... but the words couldnt do it justice....  BBQ chicken Pizza is ridic.   The one with a ton of garlic and greens on top of it is really good as well... The problem is the BBQ chicken one is soo good I cant seem to order anything besides that.  The service has always been stellar.. even though one time they did mistakenly give me the wrong pizza... quickly rectified and I was on my way.  With all of the other selections in town for pizza, I would go here first... and then my list drastically falls off after that.",4.0,1
"I went here and I loved it. I had an awesome experience. The service was great and everyone is nice. The only thing I was not happy with that the space, its too small for the amount of people they get.",5.0,1
We wish we could get a bigger space as well.Thanks for stopping in. Glad you enjoyed your meal and service.,5.0,1
This place is really great - always a treat to dine here. From their delicious salads to the wonderful gourmet pizza with the spelt crust option. Intimate and a local landmark of finecasual and scrumptious dining. You'll like this place in GB.,3.5,1
"Passing through and stumbled onto this pizza establishment.  Woohoo! Started with a barley soup - wonderful. Went on to a fresh green salad topped with yummy balsamic dressing. The final - Pizza.  Wonderful - sourdough, piping hot and fabulous. We will be back!",4.5,1
Few tables and always a long wait with no waiting area.  In winter on a Saturday wear your warmest winter clothes for waiting outside on weekend..  Once you get a table service provides. a warm atmosphere and the brick oven pizza is amazing.,3.0,0
"Awesome pizza, so glad we stopped here on our way home.  The sourdough crust on the pizza is like nothing we have had before. I highly recommend the Riccardo's Pizza Famosa pizza - tomato sauce, chevre, olives, sun dried tomatoes, big pieces of roasted garlic.  I only wish we had one close to home that we could go to!",5.0,1
"I love this place It is very good as a night but is a little pricey but take out is good would recommend queen margarita with peperoni's and barbeque chicken light on the onions, the place is fantastic.",5.0,1
Great pizza place. The waitstaff is always very friendly as well. It can get pretty busy there especially on weekends... sometimes when i order take out it will take a while. Definitely the best pizza place in town!,4.0,1
Thanks for the review.We are lucky to have a great staff!,4.0,1
Great pizza place. The waitstaff is always very friendly as well. It can get pretty busy there especially on weekends... sometimes when i order take out it will take a while.,5.0,1
"Sadly, we are only in the area once a year...but we head straight to Baba Louie's for dinner!  Makes everyone in our family of four happy! Great salads, nice beer selection, delicious pizza.  And for me...a celiac, being able to have a fantastic pizza and my favorite GF beer in one meal - amazing!!!",5.0,1
Love to hear form folks with food allergies who leave loving their food.So glad you visit us when you are in town!,4.0,1
"Delicious artisan pizzas here! Small place but family friendly. Inexpensive, perfect after a day on the slopes.",4.0,1
"Great pizza, but the Yelp page says they take reservations and I just called and asked if they did and they said No, so there you go.",5.0,1
"Really good, unusual menu. Ordered pasta of the day, salad, and a bbq chicken pizza. Kids loved it, too, and even mentioned how good it was a week after they were there!",4.0,1
"Visited for the first time in April and came back for another time in May! The gluten free pizzas are fantastic! The small salads are large enough to share or filling as a meal alone. Best bbq chicken pizza ever! Dolce vita not to be missed either! Wait staff is great, friendly and helpful. Don't miss this place!!",3.5,1
We had a weekend house in the Berkshires for many years and never visited Baba Louie's.  Were up visiting some friends his weekend and tried it for the first time after having read about it.  Was was i doing all those years when i could have been here every weekend.  Being a bit of a purist I always judge a pizza place by their margherita and it was excellent.  Great crust and just the right amount of sauce.  We also had two of the custom pues both of which were also great.  Don't miss the salads which were very fresh with all organic ingredients.  If in the Berkshires be sure and check this out.,4.5,1
"Very, very good pizza with an absolutely dynamite crust and super-fresh ingredients (the basil, mushrooms, etc were delicious).  The service and ambience of the place are a bit frazzled and harried (when we were there at lunch-time, several very loud tables of families, high school kids, and assorted skiers on a mid-day break made the place a little jumbled).  Still, if you there for the pizza, then you are in the right place.  Loved the San Francisco sourdough crust.",4.0,1
Great pizza with vegan-friendly and gluten-free options.  Delicious salads too and great service and decor.,4.0,1
Not as good as there Hudson location but still good! I def recc the pizza and salads here.,4.0,1
Very creative pizzas; just make sure you get there early to get a table!,4.0,1
"So good.  Ridiculously good. Try getting gouda/garlic on a pizza.  Sounds like not the best combo, but as long as there is no kissing in your forcast, its unbelievably tasty.",5.0,1
A good place for a nice gourmet pizza in Great Barrington.,3.0,0
"Went here for lunch.  Generally love their pizza from the Hudson location.  Eat-in lunch in Great Barrington was horrific.  Caesar salad was gross and we waited an hour for sandwiches.  The one waitress on duty was valiant, but the manager was apparently not there to problem-solve the MAJOR issues.   My husband says ""never again.""",1.0,0
"Food was excellent. Vegan friendly. Coffee was delicious. Would give 5 stars, but waitstaff was less than enthusiastic.",4.0,1
"If you are on a gluten-free diet, this is the place for you!  I explained to my waitress that I have Celiac Disease and she went above and beyond to ensure that my food was safely handled!  I've been twice before and loved the Dirty Brutto pizza, the Dawn's Delight Salad and the Caesar salad (I had the croutons before I knew I couldn't have gluten: terrific!). My partner and I shared a small (side note: a small feeds two hungry people amply) house salad with balsamic vinaigrette, and a gluten-free BBQ chicken pizza.  Full disclosure: the crust was just okay taste wise, but the texture was great and the toppings were DELICIOUS!  Plenty of fresh mozzarella and Gouda, chicken and red onion and BBQ sauce to satisfy us!  The prices, for how fresh the food is, are always more than fair.  A salad, a small pizza and two drinks never run us more than $30!  The service is impeccable, and they let you enjoy your meal rather than constantly pestering you or rushing you!  Can't wait to go back!",5.0,1
"First time here today and won't be our last!! The salads are very well prepared and big portions. The vegan pizza is a huge plus because we don't get that everywhere in NYC! The waitress, Jess is very attentive. The place can get packed but we went during the early afternoon and sat right away. I will be coming back here again.",4.0,1
"Some of the best pizza I have ever eaten and that includes New York pizza. Their salads are excellent as well.Baba Louie's has consistently superior food and is reasonably inexpensive. Certainly worth a visit as it is a ""Best in the Berkshires"".",5.0,1
